region,municipality,settlement,oktmo,latitude_dd,longitude_dd,year,assets,assets_depreciation,assets_exhausted,assets_new,birth,build_flat,catering,catering_growth,collective_foreign,collective_people,collective_russian,comp_electr,comp_manufact,comp_mining,construction,crimes,criminals,death,doctors,doctors_per10,domesticserv,hospital_beds,hospital_beds_per10,hospitals,industry,invest_budg,invest_fed,invest_reg,investment,job_regist,job_regist_unempl,job_seeker,job_seeker_unempl,living_space,migration,n_companies,new_hospital_beds,new_housing,new_polycl_visits,new_preschool_places,new_school_places,nurses,nurses_per10,pens,pension,polycl_visits,polycl_visits_per10,polyclinic,pop_1_6,pop_old,pop_work,pop_young,population,preschool,preschool_child,preschool_coverage,preschool_places,preschool_waiting,pupils,retail,retail_growth,rni,schools,servises,volume_electr,volume_manufact,volume_mining,volume_water,wage,workers
Кемеровская область,Беловский,Белово,32707000001,54.42222222,86.30361111,2010,42632.8,45.8,17.8,5806.3,13.6,549,43.3,71.9,NaN,NaN,NaN,52,66,13,772.7,2778,1571,16.2,388,29,NaN,0.9,68,10,NaN,2.5,0.7,NaN,5809.1,NaN,NaN,1716,1277,22.6,-537,1942,0,40.1,0,0,0,1292,96,44.3,7635,2.8,206,22,NaN,NaN,NaN,NaN,134.3,42,5.6,NaN,4.5,6142,NaN,2928,114.3,-2.6,NaN,NaN,7766.4,2890.7,31777.8,NaN,19885.9,41.3
Кемеровская область,Беловский,Белово,32707000001,54.42222222,86.30361111,2011,49755.3,44.5,15.9,8023.6,13.1,331,39.9,85.4,NaN,NaN,NaN,49,72,15,838.4,2739,1439,16.4,391,30,NaN,0.9,68,10,NaN,2.6,0.1,1.1,7612,NaN,NaN,1189,951,23.1,-1338,1889,0,35.1,0,0,0,1280,97,44.6,8332.8,2.8,211,16,10.2,30.1,78.1,24.4,132.6,45,6.4,NaN,5.2,5111,NaN,3450.6,109.3,-3.3,NaN,NaN,7597.8,3645.8,44204.9,NaN,23587.4,40.4
Кемеровская область,Беловский,Белово,32707000001,54.42222222,86.30361111,2012,48344,46.8,16.7,5459.1,15.1,560,39.9,94.6,NaN,NaN,NaN,52,66,14,1154.1,2692,1463,16.1,380,29,NaN,0.9,68,9,NaN,7.3,3.3,1.7,6309.5,NaN,NaN,1558,964,23.7,-677,1771,0,40.8,NaN,0,0,1321,100,44.9,9233.6,2.9,217,17,10.4,30.5,76.1,25.1,131.7,45,6.8,NaN,6.2,4599,NaN,4596.3,125.4,-1,NaN,NaN,9163.7,4210.3,36974,NaN,26359.2,40.2
Кемеровская область,Беловский,Белово,32707000001,54.42222222,86.30361111,2013,51187.7,50.7,17,3696.5,14.2,587,42.9,97.9,NaN,NaN,NaN,51,69,11,1958.9,2727,1371,15,385,30,NaN,0.8,61,9,NaN,10.3,4.8,3.4,3880.3,NaN,NaN,1298,795,23.8,-923,1703,0,40.4,0,0,0,1367,105,45.2,10111.3,2.9,220,18,10.8,30.8,74.2,25.7,130.7,41,7.3,NaN,6.5,3703,NaN,5933.4,120.6,-0.8,NaN,NaN,8107.6,4426.8,30972.9,NaN,28017.5,39.4
Кемеровская область,Беловский,Белово,32707000001,54.42222222,86.30361111,2014,46339.2,38.8,6.4,9490.7,13.3,618,60.2,132.3,NaN,NaN,NaN,54,74,11,2670.4,2816,1320,15.2,375,29,NaN,0.8,62,9,NaN,1.9,1,0.5,22378.1,NaN,NaN,1153,1010,23.9,-226,1685,0,40.2,0,240,0,1443,111,45.4,11017.8,3,233,25,11,31.5,72.5,26.2,130.2,42,7.9,NaN,7.4,NaN,NaN,6260.2,98,-1.9,NaN,NaN,11185.3,12120.2,35332.7,NaN,29556.5,37.6
Кемеровская область,Беловский,Белово,32707000001,54.42222222,86.30361111,2015,46909.5,40.5,12.3,2486.3,13.8,587,62.7,89.6,115,6121,6006,50,76,11,1926.6,2714,1329,15.1,390,30,NaN,0.9,73,8,NaN,5.8,0.5,3.9,4694.9,NaN,NaN,1195,1086,24.3,-1062,1642,0,40.1,0,140,0,1545,120,45.7,12232.3,3,236,25,10.9,31.8,70.5,26.7,129,42,7.8,NaN,7.2,NaN,NaN,5691.4,78.5,-1.3,NaN,NaN,16120.1,3824.6,39478.4,NaN,31433.8,36
Кемеровская область,Беловский,Белово,32707000001,54.42222222,86.30361111,2016,63529.8,42.8,8.6,4801,12.3,594,60.7,90,90,6695,6605,NaN,NaN,NaN,2109.1,2610,1262,15.4,389,30,NaN,0.9,72,8,NaN,2.7,0.1,0.8,7000.2,NaN,NaN,1124,978,24.5,-518,1610,0,40.2,0,0,0,1575,123,45.8,12598.9,3,237,25,10.9,32.1,69.1,26.9,128.1,42,7.7,NaN,7.2,NaN,NaN,6515.4,106.5,-3.1,NaN,NaN,15814,3646.2,36599.3,520.5,33106.5,34.7
Кемеровская область,Беловский,Белово,32707000001,54.42222222,86.30361111,2017,70656,44.8,13.2,7865.1,10.7,637,56.2,89.5,85,9279,9194,NaN,NaN,NaN,2376.1,2390,1189,15.1,412,32,NaN,0.9,71,7,NaN,2.9,1.4,0.5,9770.6,540,464,540,464,24.7,-23,1443,0,40.2,132,0,0,1592,125,45.3,13513.8,3.5,273,23,10.8,32.4,68.1,27,127.5,42,7.8,NaN,7.1,NaN,NaN,7914.5,118.4,-4.4,NaN,NaN,15734.5,4333.7,48925.6,374.1,36023.6,34.2
Кемеровская область,Беловский,Белово,32707000001,54.42222222,86.30361111,2018,80697.2,47.4,12.2,5658,10.5,261,69.4,119.2,129,9502,9373,NaN,NaN,NaN,1822.5,NaN,NaN,14.9,404,32,NaN,0.9,72,7,NaN,2.8,1.2,0.6,7981.2,474,359,NaN,NaN,25,-481,1234,NaN,18.5,0,0,0,1453,115,45.4,14073.2,3.3,265,24,10.4,32.7,67.1,26.7,126.5,NaN,7.7,NaN,7.2,NaN,NaN,9554.1,117.1,-4.4,NaN,NaN,15035.4,5287.6,63913.7,530.5,40280.9,33.1
Кемеровская область,Беловский,Белово,32707000001,54.42222222,86.30361111,2019,79473.7,46.3,11.6,10124.7,9.2,301,73.9,101.3,144,7882,7738,NaN,NaN,NaN,1771.9,NaN,NaN,15.6,417,33,NaN,0.9,71,7,NaN,5.7,0.7,3.6,11918.2,480,431,NaN,NaN,25.3,356,1175,NaN,23.4,0,0,0,1460,116,44.7,14855.7,3.5,278,25,9.8,31.1,68.5,26.4,126,NaN,7.5,NaN,7.5,NaN,NaN,10124.8,100.7,-6.4,NaN,NaN,15110.8,3539.1,57191.8,641.3,43641,32
Кемеровская область,Киселёвский,Киселевск,32716000001,54.00611111,86.63666667,2000,NaN,NaN,NaN,NaN,8.2,NaN,29.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,151.7,2529,2008,17.4,335,29,54.7,0.7,62,7,2418,6.4,4.9,NaN,925,1713,1609,NaN,NaN,20.5,NaN,1151,0,6.7,0,0,0,1214,107,35,NaN,2,172,30,NaN,NaN,NaN,NaN,114,32,2.5,NaN,2.3,NaN,16,1521,NaN,-9.2,34,287.7,NaN,NaN,NaN,NaN,1953,37
Кемеровская область,Киселёвский,Киселевск,32716000001,54.00611111,86.63666667,2001,NaN,NaN,NaN,NaN,8.4,NaN,36.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,272,2139,1795,17,332,29,72.9,0.7,63,7,3927,4.6,2.4,NaN,754,1507,1402,NaN,NaN,20.7,NaN,1072,0,11,0,0,0,1216,108,34.9,NaN,2.1,185,29,NaN,NaN,NaN,NaN,113.1,31,2.9,NaN,2.3,NaN,15,1862,NaN,-8.6,33,391,NaN,NaN,NaN,NaN,3045,37
Кемеровская область,Киселёвский,Киселевск,32716000001,54.00611111,86.63666667,2002,NaN,NaN,NaN,NaN,9.9,136,41.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.3,1752,1530,18.9,330,29,90,0.7,64,7,4221,11.1,8.2,NaN,436.6,2377,2202,NaN,NaN,20.8,NaN,1123,0,8.9,10,0,0,1237,110,34.6,1464,2.6,228,30,NaN,NaN,NaN,NaN,110.8,30,2.9,NaN,2.2,NaN,14.1,2293,NaN,-9,33,544.1,NaN,NaN,NaN,NaN,4005,36.9
Кемеровская область,Киселёвский,Киселевск,32716000001,54.00611111,86.63666667,2003,NaN,NaN,NaN,NaN,10.6,52,50.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.5,1815,1534,20.2,314,29,107.7,0.7,66,6,6015,4.1,1.7,NaN,966.4,2022,1938,NaN,NaN,21.3,NaN,1054,0,4.5,60,0,0,1156,106,34,1760,2.4,220,27,5.6,21,65.5,18.5,109.5,30,3,NaN,2.1,NaN,13.1,2700,NaN,-9.6,32,662.2,NaN,NaN,NaN,NaN,5215,34.8
Кемеровская область,Киселёвский,Киселевск,32716000001,54.00611111,86.63666667,2004,NaN,NaN,NaN,NaN,10.9,32,58.2,104.2,NaN,NaN,NaN,23,26,16,667.7,1566,1421,19.5,309,29,133.7,0.8,74,6,NaN,1.8,0.5,NaN,3348.4,2437,2237,NaN,NaN,21.3,NaN,1101,0,3.7,0,0,0,1138,105,33.9,2042.5,2.6,240,31,5.8,20.7,65.5,17.9,108.6,31,3.3,56.9,2.2,NaN,11.9,3466.3,118.2,-8.6,32,821.4,593.3,1006.2,2997.7,NaN,6629,35.9
Кемеровская область,Киселёвский,Киселевск,32716000001,54.00611111,86.63666667,2005,NaN,NaN,NaN,NaN,10.8,198,95.7,131.4,NaN,NaN,NaN,38,38,20,670.9,1732,1346,20.1,299,28,161.3,0.8,74,7,NaN,6.3,0.4,NaN,2262.1,2280,2159,NaN,NaN,21.4,NaN,1167,0,14,0,0,0,1110,103,33.8,2547.2,2.4,222,33,6.1,20.6,65.6,17.4,108.2,31,3.5,57.7,2.4,NaN,11.1,4132,108.7,-9.3,30,959.5,856.4,1414,6182.9,NaN,8554,33.8
Кемеровская область,Киселёвский,Киселевск,32716000001,54.00611111,86.63666667,2006,NaN,NaN,NaN,NaN,11.4,404,142.2,125.5,NaN,NaN,NaN,46,44,27,1370.6,1677,1293,20,300,28,195.9,0.8,75,7,NaN,50.8,1.7,NaN,1834,NaN,NaN,2216,2157,21.5,NaN,1149,0,23.7,12,0,0,1110,102,33.7,2847.2,3,280,35,6.5,20.6,65.5,17.3,108,30,3.8,57.5,2.5,NaN,11,5734.5,118.7,-8.6,30,1099.8,947,1913.3,10564.4,NaN,9813,33.8
Кемеровская область,Киселёвский,Киселевск,32716000001,54.00611111,86.63666667,2007,NaN,NaN,NaN,NaN,12.3,300,171.5,105.8,NaN,NaN,NaN,49,59,28,760,1665,1262,17.6,283,26,231.1,0.7,67,6,NaN,15.4,3.5,NaN,1823,NaN,NaN,1656,1590,21.5,NaN,1043,0,26,0,0,0,1069,98,33.9,3645.5,2.8,258,30,6.9,20.9,65.4,17.5,108.4,29,3.9,55.6,2.8,NaN,10.4,7287.2,119.3,-5.3,28,1257.6,965.8,2606.9,5949.6,NaN,11361,32.5
Кемеровская область,Киселёвский,Киселевск,32716000001,54.00611111,86.63666667,2008,10344.566,38.8,10.5,NaN,13.6,323,22.6,55.3,NaN,NaN,NaN,44,67,28,863.8,2316,1333,18,260,24,NaN,0.6,57,6,NaN,9.1,1.8,NaN,3221.6,NaN,NaN,1382,1228,21.7,NaN,1130,0,30.6,28,0,0,1053,97,33.9,4551.5,2.6,242,10,7.3,21,64.9,17.9,108.9,30,4.1,54.7,2.9,NaN,10.6,1704,68.3,-4.4,22,NaN,897.9,3713.1,14647.5,NaN,14992,27.4
Кемеровская область,Киселёвский,Киселевск,32716000001,54.00611111,86.63666667,2009,9376.688,44,10.9,NaN,13.7,548,12.1,47.3,NaN,NaN,NaN,41,58,24,935.5,2761,1356,17.5,250,23,NaN,0.6,56,6,NaN,29.8,16,NaN,1059.6,NaN,NaN,2231,2159,21.9,NaN,1134,0,30.3,70,0,0,1004,92,34.4,6164,2.8,256,11,7.8,21.4,64.2,18.4,109.1,33,4.3,57.4,3.3,NaN,10.4,1734.3,92.6,-3.8,20,NaN,1067.4,3225.1,10781.4,NaN,15733,25.6
Кемеровская область,Киселёвский,Киселевск,32716000001,54.00611111,86.63666667,2010,11517.4,51.3,20.2,1336.6,13.5,283,17.9,140.2,NaN,NaN,NaN,44,52,22,905.5,2433,1257,18.2,242,24,NaN,0.6,60,6,NaN,8.2,2.1,NaN,1521.2,NaN,NaN,1411,1295,23.4,-2,1114,0,24.9,0,0,0,947,92,35,7501.7,2.8,275,12,NaN,NaN,NaN,NaN,102.9,33,4.4,NaN,3.4,1280,NaN,2110.9,114.9,-4.7,NaN,NaN,1276.7,4456.6,14383.7,NaN,18098.5,25
Кемеровская область,Киселёвский,Киселевск,32716000001,54.00611111,86.63666667,2011,13099.4,43.2,15.8,3175.9,13.9,207,15,77.5,NaN,NaN,NaN,41,45,21,1213.8,2582,1280,17.4,240,24,NaN,0.6,59,5,NaN,6.6,0.2,NaN,3290.2,NaN,NaN,956,953,23.8,-825,1095,0,17.3,70,220,0,931,92,35.1,8170.4,2.9,281,18,NaN,NaN,NaN,NaN,101.7,34,4.7,NaN,3.8,845,NaN,2793.6,122.7,-3.5,NaN,NaN,1492.7,6185.8,21299.1,NaN,21350.6,24.9
Кемеровская область,Ленинск-Кузнецкий,Ленинск-Кузнецкий,32719000001,54.66361111,86.16222222,2000,NaN,NaN,NaN,NaN,8.4,NaN,64.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128,3143,2178,17.7,549,36,75.1,1.5,97,9,3507,16.6,12.3,NaN,939,1915,1782,NaN,NaN,19.7,NaN,1624,0,11.8,0,0,0,2076,137,44.9,NaN,3,201,18,NaN,NaN,NaN,NaN,151.4,39,3,NaN,3.7,NaN,21.2,1578,NaN,-9.3,34,358.2,NaN,NaN,NaN,NaN,2091,51.6
Кемеровская область,Ленинск-Кузнецкий,Ленинск-Кузнецкий,32719000001,54.66361111,86.16222222,2001,NaN,NaN,NaN,NaN,9.1,NaN,93.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,223,3544,2311,17.5,546,36,100.3,1.4,94,9,5746,8.1,5.7,NaN,1133,1600,1462,NaN,NaN,19.8,NaN,1658,0,13.7,0,0,300,2052,137,44.7,NaN,3.1,206,18,NaN,NaN,NaN,NaN,149.9,39,3.1,NaN,3.7,NaN,20.2,1928,NaN,-8.4,35,468.9,NaN,NaN,NaN,NaN,3110,51.1
Кемеровская область,Ленинск-Кузнецкий,Ленинск-Кузнецкий,32719000001,54.66361111,86.16222222,2002,NaN,NaN,NaN,NaN,10.6,138,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128.9,2693,1488,19.7,477,43,96.2,1.2,110,7,3414,16,8.8,NaN,491.1,3571,3294,NaN,NaN,20.4,NaN,1330,0,9.2,0,0,0,1795,160,35.3,1477,2.9,255,18,NaN,NaN,NaN,NaN,146.1,30,2.4,NaN,2.7,NaN,14.7,1965,NaN,-9.1,27,552.1,NaN,NaN,NaN,NaN,3695,38.6
Кемеровская область,Ленинск-Кузнецкий,Ленинск-Кузнецкий,32719000001,54.66361111,86.16222222,2003,NaN,NaN,NaN,NaN,10.6,120,116.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,220.1,2641,1588,20.7,458,41,111.4,1.2,109,7,4009,25.2,12.8,NaN,426.9,3742,3592,NaN,NaN,20.3,NaN,1394,0,8.2,0,0,0,1732,153,34.9,1778,2.9,258,18,5.8,21.8,69.4,19.2,112.9,30,2.4,NaN,2.5,NaN,13.6,2487,NaN,-10.1,27,671.2,NaN,NaN,NaN,NaN,4539,37.6
Кемеровская область,Ленинск-Кузнецкий,Ленинск-Кузнецкий,32719000001,54.66361111,86.16222222,2004,NaN,NaN,NaN,NaN,10.4,110,129.7,100.9,NaN,NaN,NaN,12,32,5,360.6,2184,1383,18.6,450,40,127,1.6,144,7,NaN,10.4,3.4,NaN,1554.8,4254,4038,NaN,NaN,20.7,NaN,1433,0,7,8,0,0,1729,155,34.8,2061.9,4,354,15,6,21.6,69.3,18.4,111.7,30,2.6,44.1,2.5,NaN,12.4,3138.9,116.2,-8.2,26,789.9,765.9,1059.4,2953,NaN,5879,35.3
Кемеровская область,Ленинск-Кузнецкий,Ленинск-Кузнецкий,32719000001,54.66361111,86.16222222,2005,NaN,NaN,NaN,NaN,10.2,144,194.6,119.9,NaN,NaN,NaN,19,36,8,712.3,2998,1471,19.6,448,41,144.7,1.6,146,7,NaN,12.4,2.9,NaN,2320.9,2960,2785,NaN,NaN,21,NaN,1492,0,8.8,76,0,0,1712,155,34.8,2573.9,3.2,291,14,6.2,21.4,68.7,17.7,110.2,30,2.8,45.2,2.5,NaN,11.5,3681.9,106.9,-9.4,26,949.6,1063.6,1372,6712.8,NaN,7804,35
Кемеровская область,Ленинск-Кузнецкий,Ленинск-Кузнецкий,32719000001,54.66361111,86.16222222,2006,NaN,NaN,NaN,NaN,11.9,290,277.5,120.5,NaN,NaN,NaN,27,56,8,1185.1,3245,1237,18.9,461,42,166.1,1.6,148,7,NaN,11.2,3.1,NaN,2997.3,NaN,NaN,1602,1475,21.4,NaN,1327,0,20.1,24,0,0,1708,157,34.8,2886.6,3.6,332,15,6.4,21.3,67.8,17.3,108.8,30,2.8,44,2.5,NaN,10.8,5595.1,123,-7,25,1089.5,1026.2,1504.3,8736.6,NaN,9405,35.3
Кемеровская область,Ленинск-Кузнецкий,Ленинск-Кузнецкий,32719000001,54.66361111,86.16222222,2007,NaN,NaN,NaN,NaN,12.3,513,341.5,108,NaN,NaN,NaN,29,78,8,2021.5,3172,1364,17.9,473,44,207.2,1.6,146,7,NaN,12.1,4.7,NaN,4991.9,NaN,NaN,1453,1343,21.7,NaN,1267,0,30.9,0,0,0,1730,161,34.9,3716.3,3.2,300,32,6.8,21.5,66.7,17.2,107.7,30,3.1,46,2.7,NaN,10.4,6443.7,108.1,-5.6,24,1319,1126,1764.6,16793.1,NaN,11438,35.4
Кемеровская область,Ленинск-Кузнецкий,Ленинск-Кузнецкий,32719000001,54.66361111,86.16222222,2008,33852.559,32.1,6.3,NaN,13.8,553,30.6,75.6,NaN,NaN,NaN,28,79,10,512.1,3539,1108,16.7,468,44,NaN,1.5,144,7,NaN,10.1,5,NaN,5726.8,NaN,NaN,1313,1253,22,NaN,1337,0,29,0,0,0,1698,158,35.1,4603.2,3.1,289,13,7.2,21.7,65.8,17.4,107.2,30,3.3,46.2,2.9,NaN,10.1,1822,99.1,-2.9,21,NaN,1207.6,2621.6,12175.1,NaN,15369,29.2
Кемеровская область,Ленинск-Кузнецкий,Ленинск-Кузнецкий,32719000001,54.66361111,86.16222222,2009,39174.201,36.1,11.4,NaN,13.9,542,24.3,70,NaN,NaN,NaN,27,69,9,196.6,3735,1112,17.6,468,44,NaN,1.5,145,7,NaN,14.1,6.5,NaN,2630.7,NaN,NaN,2621,2396,22.3,NaN,1331,0,33,0,0,0,1673,157,35.7,6240.5,3,281,12,7.5,22,64.7,17.8,106.8,31,3.5,49.2,3,NaN,10.2,1920,95.9,-3.7,22,NaN,1184.4,2134.4,10262.6,NaN,16917,26.9
Кемеровская область,Ленинск-Кузнецкий,Ленинск-Кузнецкий,32719000001,54.66361111,86.16222222,2010,44096.7,38.2,20.1,8233,13.5,414,26.2,102.2,NaN,NaN,NaN,21,71,6,180.7,2310,1179,17.4,433,42,NaN,1.5,140,6,NaN,11,5.8,NaN,3255.2,NaN,NaN,1603,1494,22.9,-168,1296,0,24.3,0,0,0,1619,156,36,7584.1,2.9,275,13,7.6,22.7,61.1,17.7,103.8,31,3.6,NaN,3,3119,NaN,2102.2,103.4,-3.9,NaN,NaN,948.2,2268.7,13610.9,NaN,18194.8,26
Кемеровская область,Ленинск-Кузнецкий,Ленинск-Кузнецкий,32719000001,54.66361111,86.16222222,2011,54084.9,40.3,10,11814.7,12.5,641,25.4,89.7,NaN,NaN,NaN,17,65,7,217.5,2424,1201,16.4,438,43,NaN,1.4,140,6,NaN,6.9,2.4,2.7,5848.7,NaN,NaN,1211,1199,23.2,-656,1253,0,36,0,110,0,1616,157,36,8265.8,2.9,278,16,8.1,23.6,60.6,18.5,102.7,31,3.6,NaN,3,4582,NaN,3314.2,146.2,-3.9,NaN,NaN,1040.9,3155.6,12883.8,NaN,20901.2,27.2
Кемеровская область,Ленинск-Кузнецкий,Ленинск-Кузнецкий,32719000001,54.66361111,86.16222222,2012,63224.4,44.4,13.4,13587.4,14.5,507,26,97,NaN,NaN,NaN,15,65,4,332,2443,1503,16.2,443,44,NaN,1.6,155,6,NaN,7.5,2.5,2.9,6508.2,NaN,NaN,968,898,23.6,-636,1238,0,29.1,0,0,0,1677,165,36.2,9146,3.4,331,17,8.2,24.1,58.8,19,101.9,32,4.1,NaN,3.9,4640,NaN,3923.2,111.5,-1.7,NaN,NaN,1060.3,3373.7,18961,NaN,24127.2,27.7
Кемеровская область,Ленинск-Кузнецкий,Ленинск-Кузнецкий,32719000001,54.66361111,86.16222222,2013,74863.6,45.4,14.9,17354.6,14.5,527,30,105.1,NaN,NaN,NaN,16,65,5,519.8,2276,1429,15.6,444,44,NaN,1.5,150,6,NaN,9.9,2.9,4.2,10388.6,NaN,NaN,896,849,23.9,-299,1085,0,30,0,240,0,1636,161,36.3,10024,3.4,332,15,8.4,24.4,57.4,19.7,101.5,32,4.7,NaN,4.4,3376,NaN,5021.1,119.6,-1.1,NaN,NaN,1275,2775.4,22777.6,NaN,26734.2,28.3
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2000,NaN,NaN,NaN,NaN,10.6,NaN,82.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,379.2,1835,1448,12.5,427,40,59.2,0.7,63,4,7021,11,2.5,NaN,1446,1131,1009,NaN,NaN,18.6,NaN,1343,0,3.9,0,0,0,1154,107,27.8,NaN,2.1,193,18,NaN,NaN,NaN,NaN,105.3,36,3.8,NaN,3.8,NaN,16.3,1315,NaN,-1.9,26,336.6,NaN,NaN,NaN,NaN,3482,44.4
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2001,NaN,NaN,NaN,NaN,10.6,NaN,111.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,815.3,1893,1301,14.6,415,38,81.9,0.7,65,4,9382,4.8,1.3,NaN,2366,1155,1040,NaN,NaN,18.7,NaN,1419,0,9.5,52,0,90,1112,103,27.8,NaN,2.1,193,18,NaN,NaN,NaN,NaN,105.4,36,3.9,NaN,3.9,NaN,15.5,2354,NaN,-4,26,460.9,NaN,NaN,NaN,NaN,4593,45.6
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2002,NaN,NaN,NaN,NaN,11.2,183,116.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,662.5,1701,970,14.6,413,38,100.3,0.7,61,4,11615,8.2,2.4,NaN,1554,2379,2251,NaN,NaN,18.7,NaN,1454,0,12.5,15,0,0,1135,105,28.2,1488,2.1,190,16,NaN,NaN,NaN,NaN,102,36,4.1,NaN,3.8,NaN,14.9,3683,NaN,-3.4,27,646.6,NaN,NaN,NaN,NaN,5643,44.7
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2003,NaN,NaN,NaN,NaN,11.4,164,155.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1021,1590,1091,15.5,394,38,118.2,0.6,61,4,14663,6.3,1.9,NaN,2572,2364,2266,NaN,NaN,19.4,NaN,1518,0,10.9,0,0,0,1091,104,28.5,1787,2.3,216,21,6.3,18.2,65.1,19,102.3,37,4.2,NaN,3.8,NaN,13.8,4538,NaN,-4.1,25,803.3,NaN,NaN,NaN,NaN,6982,42.2
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2004,NaN,NaN,NaN,NaN,11.6,184,187.3,109.1,NaN,NaN,NaN,11,38,18,2024.5,1726,1171,15.4,400,38,134.7,0.7,65,3,NaN,2.7,0.8,NaN,8515.7,2321,2202,NaN,NaN,19.4,NaN,1594,0,12.4,39,0,0,1103,104,28.5,2064.1,2.2,207,23,6.6,18.3,66.1,18.6,103,37,4.3,69.3,3.9,NaN,12.9,5762.5,116.9,-3.8,26,933.9,1526.1,1006.2,25596.2,NaN,9181,41.7
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2005,NaN,NaN,NaN,NaN,11.4,190,289.3,123.5,NaN,NaN,NaN,19,47,20,3103.1,2093,1096,15.9,373,35,158.8,0.7,62,3,NaN,4.4,0.8,NaN,10834.2,1940,1877,NaN,NaN,19.3,NaN,1739,0,15.3,0,0,0,1012,95,28.7,2585,2.7,250,23,6.7,18.4,67,18.3,103.7,38,4.4,67.6,4,NaN,12.3,7246.9,114.6,-4.5,25,1123.7,2005.4,1180.3,46194.5,NaN,12218,43.3
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2006,NaN,NaN,NaN,NaN,12.5,271,400.5,116.9,NaN,NaN,NaN,23,51,26,3182.2,2119,1004,14.7,373,35,186.5,0.7,64,3,NaN,3,0.9,NaN,7991.3,NaN,NaN,2060,1987,19.8,NaN,1599,0,20.2,32,0,0,984,93,29,2923.9,2.1,193,15,7,18.6,66.8,18.1,103.5,38,4.6,66.5,4.1,NaN,11.4,9013.3,112,-2.2,24,1296.6,947,1120.1,36535.5,NaN,14037,44
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2007,NaN,NaN,NaN,NaN,12.3,418,490.7,107.5,NaN,NaN,NaN,25,57,25,2979.4,1998,947,14.6,372,35,235.3,0.7,62,2,NaN,2.7,0.2,NaN,8775.3,NaN,NaN,1494,1417,19.7,NaN,1446,0,29.3,0,0,0,992,93,29.3,3769.5,2.1,194,18,7.2,19,66.9,17.9,103.8,38,4.7,65.3,4.2,NaN,11.3,11291.5,117.6,-2.3,24,1476.7,975.6,1167,49637.9,NaN,16765,44.2
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2008,48202.931,39.7,9.9,NaN,12.6,451,95.1,51,NaN,NaN,NaN,27,56,17,1902.7,2055,827,15.1,399,37,NaN,0.6,58,2,NaN,4,1.1,NaN,10908.4,NaN,NaN,1826,1703,19.9,NaN,1444,0,31.1,0,0,0,1026,96,29.6,4714.5,6.4,597,8,7.4,19.2,66.6,18.2,104,38,4.7,64,4.3,NaN,11.1,1727.3,171.1,-2.5,23,NaN,1309.4,1364.1,77776.9,NaN,20714,37.6
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2009,55763.126,42.4,12,NaN,13.7,464,88.1,81.7,NaN,NaN,NaN,22,54,17,1169,2532,952,14.3,368,35,NaN,0.6,58,2,NaN,1.9,0.5,NaN,7897.3,NaN,NaN,2414,2233,20.2,NaN,1408,0,32.2,167,0,0,899,84,30.3,6391.1,5.7,533,8,7.5,19.6,65.7,18.6,103.9,38,4.7,63.5,4.3,NaN,10.9,2124.5,111.9,-0.6,21,NaN,1007.7,1204.7,44203.5,NaN,21041,35.5
Кемеровская область,Междуреченский,Междуреченск,32725000001,53.68666667,88.07027778,2010,59095.6,47,9.2,5405.9,12.7,508,80.5,86.5,NaN,NaN,NaN,19,51,19,1657.6,1931,876,15.3,340,33,NaN,0.6,54,1,NaN,3,0.2,NaN,6769.2,NaN,NaN,1629,1364,20.8,-171,1338,0,28.1,0,0,0,840,81,31,7757,2.8,265,8,7.7,20.2,62.8,18.6,103.8,39,5,NaN,4.5,1765,NaN,2309.8,102.7,-2.6,NaN,NaN,1650,2120.9,56657,NaN,24997,35.7
