region,municipality,settlement,oktmo,latitude_dd,longitude_dd,year,assets,assets_depreciation,assets_exhausted,assets_new,birth,build_flat,catering,catering_growth,collective_foreign,collective_people,collective_russian,comp_electr,comp_manufact,comp_mining,construction,crimes,criminals,death,doctors,doctors_per10,domesticserv,hospital_beds,hospital_beds_per10,hospitals,industry,invest_budg,invest_fed,invest_reg,investment,job_regist,job_regist_unempl,job_seeker,job_seeker_unempl,living_space,migration,n_companies,new_hospital_beds,new_housing,new_polycl_visits,new_preschool_places,new_school_places,nurses,nurses_per10,pens,pension,polycl_visits,polycl_visits_per10,polyclinic,pop_1_6,pop_old,pop_work,pop_young,population,preschool,preschool_child,preschool_coverage,preschool_places,preschool_waiting,pupils,retail,retail_growth,rni,schools,servises,volume_electr,volume_manufact,volume_mining,volume_water,wage,workers
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2000,NaN,NaN,NaN,NaN,8.5,NaN,35.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54,4581,2525,15.5,625,39,36.8,1.8,112,11,2211.8,9.3,4.8,NaN,151.9,5694,574,NaN,NaN,17.6,NaN,2061,40,9.7,0,0,0,1975,122,43.8,NaN,5.6,347,4,NaN,NaN,NaN,NaN,161.8,30,4,NaN,3.9,NaN,19.3,1324.9,NaN,-7,27,273.9,NaN,NaN,NaN,NaN,1192,52.3
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2001,NaN,NaN,NaN,NaN,8.5,NaN,38.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.5,4667,2386,16.5,623,39,40,1.7,108,11,2997.6,12,5.9,NaN,228.8,1098,611,NaN,NaN,17.7,NaN,2155,70,10.8,500,0,0,1964,122,43.4,NaN,6.3,392,5,NaN,NaN,NaN,NaN,160.9,30,3.9,NaN,4,NaN,18.1,1721.9,NaN,-8,27,371.2,NaN,NaN,NaN,NaN,1838,51.6
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2002,NaN,NaN,NaN,NaN,9.6,23,48.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,114.3,4488,1607,17.6,630,39,41.9,1.6,102,10,2538.2,22.2,8.8,NaN,249.4,1164,912,NaN,NaN,17.8,NaN,2275,0,2.8,0,0,0,1920,120,42.7,1492,6.2,391.3,22,NaN,NaN,NaN,NaN,163.1,31,4.2,NaN,4,NaN,16.9,2228.7,NaN,-8,27,528.2,NaN,NaN,NaN,NaN,2305.6,43.6
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2003,NaN,NaN,NaN,NaN,9.6,66,63.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,190.7,6384,1952,17.1,641,39,48.9,1.6,101,10,3472.5,8.7,5.1,NaN,862.9,1635,716,NaN,NaN,17.6,NaN,2309,0,7.3,0,0,0,1918,118.5,42.2,1785,6.2,412,22,7.7,32.5,104.9,24.2,161.6,32,4.3,NaN,4.3,NaN,15.5,3051.3,NaN,-7.5,27,797.8,NaN,NaN,NaN,NaN,2938.9,41.8
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2004,NaN,NaN,NaN,NaN,9.7,32,77,107.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5061,1806,17.4,643,40.1,59.5,1.6,102,10,NaN,8.7,4.5,NaN,834.6,2587,1002,NaN,NaN,17.7,NaN,2430,0,2.7,0,0,0,1921,119.7,42.4,2039.6,6.2,385.3,22,8.1,32.5,104.7,23.2,160.4,31,4.5,56,4.3,NaN,14.2,3792.2,116.6,-7.7,27,890.5,NaN,NaN,NaN,NaN,3568.4,47.9
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2005,NaN,NaN,NaN,NaN,9,71,108.1,110.6,NaN,NaN,NaN,20,138,NaN,394.9,5962,1713,19,620,39.1,68.1,1.6,103.7,5,NaN,14,8.1,NaN,513,1643,1450,NaN,NaN,18,NaN,2504,0,5.9,0,0,0,1844,116.3,42.2,2521.6,6.1,381.5,9,8.4,32.3,103.9,22.4,158.6,30,4.5,55,4.3,NaN,13.2,5402.3,129.4,-10,27,1079.4,1380.1,3883.2,NaN,NaN,4646.9,45.9
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2006,NaN,NaN,NaN,NaN,8.5,107,162.1,122.9,NaN,NaN,NaN,29,141,NaN,488.8,5738,1928,16.6,628,39.9,78.3,1.6,104,10,NaN,17.8,9.3,NaN,693.2,NaN,NaN,2224,1473,18.2,NaN,1961,0,7.8,0,0,0,1827,116.2,42,2799.6,6.1,386.9,15,8.6,32.6,103,21.7,157.3,30,4.7,54,4.2,NaN,12.7,7451,121.2,-8.1,26,1377.1,1754.9,5309.4,NaN,NaN,5983.2,47.5
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2007,NaN,NaN,NaN,NaN,9.3,119,182.1,102.1,NaN,NaN,NaN,30,118,NaN,895.5,5030,1775,16.1,631,40.4,92.9,1.6,104.4,10,NaN,14.3,7.6,NaN,1004.1,NaN,NaN,1882,1237,18.4,NaN,2056,0,11.3,0,0,0,1866,119.5,48.9,3558.1,6.1,387.7,17,8.5,33.1,101.7,21.4,156.2,30,4.9,58,4.3,NaN,12.2,9676.3,117.8,-6.8,25,1536.7,1420.9,5858.1,NaN,NaN,7417.7,46.2
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2008,7615.911,47.2,7.3,NaN,9.8,99,63.7,37.6,NaN,NaN,NaN,34,120,NaN,18.6,5234,1845,15.7,610,39.3,NaN,1.6,102,9,NaN,8.5,3.6,NaN,1660.8,NaN,NaN,1618,962,18.6,NaN,2081,0,10.5,0,0,0,1808,116.4,50.3,4340,6,386,6,8.7,33.7,100.4,21.3,155.4,31,5,57.6,4.3,NaN,12.3,2415.6,131.2,-5.9,25,NaN,1272.2,7950.7,NaN,NaN,10089,36.1
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2009,7009.476,49.7,11.6,NaN,10.3,181,56.4,77.4,NaN,NaN,NaN,34,107,NaN,17.2,4700,1838,14.9,597,38.5,NaN,1.5,99.6,10,NaN,34,12.5,NaN,638.1,NaN,NaN,2104,1854,18.6,NaN,2159,0,16.3,0,0,0,1813,116.8,51.2,5846,6,386.3,5,8.7,34.4,99,21.7,155.1,31,5.1,58.6,4.3,NaN,12.1,2633.5,97.3,-4.6,24,NaN,1909.7,7378.8,NaN,NaN,11240,33.9
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2010,6363.7,60.1,14.7,216.4,10.8,205,59.5,96.1,NaN,NaN,NaN,32,104,NaN,30.5,3821,1766,16.1,414,28.2,NaN,1.1,75.9,3,NaN,28.4,12.4,NaN,540.8,NaN,NaN,1104,960,19.8,286,2145,0,13.3,0,0,0,1453,98.9,52.1,7226,4.5,309.3,6,8.7,35.1,90.5,21.3,146.9,31,5.3,NaN,4.5,3801,NaN,3161.3,116.9,-5.3,NaN,NaN,2231.4,7962.5,NaN,NaN,12574.5,32.4
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2011,6688.9,59.5,29.5,448.3,11.3,133,61.9,95.2,NaN,NaN,NaN,26,103,NaN,17.4,3560,1506,15.9,445,30.4,NaN,1.2,81.1,6,NaN,28.4,7.1,NaN,1383,NaN,NaN,851,791,19.9,40,1926,120,11.6,0,0,0,1534,104.8,52.4,7816.2,4.8,329,4,8.8,35.9,88.5,21.9,146.3,31,5.3,NaN,5.3,4294,NaN,3622.5,110.4,-4.6,NaN,NaN,2056.4,8960.5,NaN,NaN,14136.5,31.1
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2012,9405.2,47.7,22.4,1491.1,12.3,157,63,107.6,NaN,NaN,NaN,21,106,NaN,26.6,3312,1422,16,423,29,NaN,1.2,80.9,4,NaN,14.7,4.6,NaN,1614.4,NaN,NaN,833,739,20,66,1832,0,12.6,0,0,0,1518,104.1,52.4,8600.1,4.9,332.6,3,9.3,36.4,86.7,22.7,145.8,31,5.4,NaN,5.3,4270,NaN,3783.5,111.8,-3.7,NaN,NaN,1964.2,10692.2,NaN,NaN,16281.9,30.8
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2013,10152.3,49.8,23.3,475.5,11.6,133,74.5,108.5,NaN,NaN,NaN,22,112,NaN,22.4,3212,1478,15.3,422,28.6,NaN,1.2,79.9,4,NaN,20.6,3.2,10.6,985.9,NaN,NaN,722,560,19.9,2133,1915,0,9.7,0,0,0,1597,108.3,52.6,9354.3,4.8,327.5,3,9.8,37.1,86.7,23.6,147.4,31,6.2,NaN,5.8,3725,NaN,3963.7,98.3,-3.7,NaN,NaN,1823.8,11787.1,NaN,NaN,18918.9,30.4
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2014,13335.9,52,25.6,697.2,11.2,163,66.8,81.6,NaN,NaN,NaN,21,105,NaN,17.3,3034,1288,15.6,386,26.3,NaN,1.1,76.5,4,NaN,32.3,21.2,6.2,1093.3,NaN,NaN,759,607,20,-254,1905,0,9.3,0,330,0,1473,100.5,52.7,10113.3,4.5,310.2,3,10.1,37.8,84.8,23.9,146.5,30,6.4,NaN,5.9,NaN,NaN,4579.5,106.7,-4.4,NaN,NaN,1835.7,15419.1,NaN,NaN,20203.8,29.7
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2015,13768.5,55.6,24.5,476.1,10.7,106,71.9,94.5,802,16832,16030,19,91,NaN,12.1,3029,1452,14.8,384,26.2,NaN,1.1,73.2,4,NaN,6.8,4.1,1.3,728,NaN,NaN,752,662,20.1,467,1900,0,6.9,0,0,0,1509,103.1,53.1,11174.1,4.5,310.5,3,10.2,38.4,83.5,24.5,146.4,39,6.9,NaN,6.3,NaN,NaN,5154.6,97.3,-4.1,NaN,NaN,1911.4,15638.2,NaN,NaN,20002.4,28.6
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2016,14455.3,58.1,21.8,615.8,9.7,142,70.8,NaN,364,7406,7042,NaN,NaN,NaN,9,2708,1256,15.5,393,27,NaN,1.1,74.1,4,NaN,10.4,2.3,6.3,495.9,NaN,NaN,652,558,20.3,-199,1889,0,8.4,0,0,0,1464,100.7,53.1,11476.2,4.5,312.7,3,10,38.7,82.2,24.4,145.3,39,6.9,NaN,6.3,NaN,NaN,5564.4,NaN,-5.8,NaN,NaN,2031.9,14122.2,NaN,391.8,21385.4,27.7
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2017,18034.8,59.1,21.2,2001.7,8.2,55,55.4,NaN,867,18161,17294,NaN,NaN,NaN,701.1,2637,1190,15,370,25.7,NaN,1.1,74.7,4,NaN,3.3,1.1,1.6,2379.6,707,528,707,528,20.5,-223,1792,0,5.5,0,0,0,1444,100.2,52.8,12363.2,4.5,315.3,3,9.7,39.1,80.8,24.2,144.1,36,5.9,NaN,6.3,NaN,NaN,6201.9,NaN,-6.8,NaN,NaN,2124.6,14878.8,NaN,456.9,23656.8,26.9
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2018,19444.5,58.5,14.6,2034.7,7.8,56,47.4,NaN,1216,22314,21098,NaN,NaN,NaN,5.8,NaN,NaN,15.1,342,24,NaN,1.1,74.1,4,NaN,4.4,1.4,2,2096.1,526,425,NaN,NaN,20.7,-538,1711,NaN,6.9,0,0,0,1355,95.1,52.8,13055.6,4.5,318.8,2,9.3,39.4,79.2,23.9,142.6,NaN,5.7,NaN,6.3,NaN,NaN,6729.2,NaN,-7.3,NaN,NaN,2289.5,14277.8,NaN,501.4,27176.9,26.1
Алтайский край,Рубцовск,Рубцовск,1716000001,51.50111111,81.20777778,2019,20347.9,58.6,32,2288.7,7.2,59,54,NaN,1084,19339,18255,NaN,NaN,NaN,73.4,NaN,NaN,14.7,343,24.2,NaN,1.1,74.9,4,NaN,15.2,2.4,12,1552.7,478,440,NaN,NaN,20.9,100,1570,NaN,5.8,0,0,0,1356,95.8,51.9,13790.4,4.6,322.1,3,8.6,37.9,80.1,23.5,141.6,NaN,5.7,NaN,6.3,NaN,NaN,7610.9,NaN,-7.5,NaN,NaN,1830.9,17400.3,NaN,519.1,29941.9,25.6
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,1985,NaN,NaN,NaN,NaN,14.3,NaN,0.085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.323,9685,4651,10.5,3991,55.9,0.037,6.3,87.2,23,2.4,94.8,NaN,NaN,0.143,NaN,NaN,NaN,NaN,12.7,NaN,NaN,280,248.1,NaN,1810,1568,6168,86.4,140.8,NaN,7.5,103.5,57,NaN,NaN,NaN,NaN,714.3,234,41.7,NaN,35.2,NaN,80.5,NaN,NaN,3.8,84,NaN,NaN,NaN,NaN,NaN,0.202,379.5
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,1990,NaN,NaN,NaN,NaN,13.1,NaN,0.109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.334,9284,4283,11.3,4556,61.2,0.056,6.6,88.4,24,2.4,96.5,NaN,NaN,0.278,NaN,NaN,NaN,NaN,15.3,NaN,NaN,0,297.5,1000,990,1416,7221,96.9,152.2,NaN,9.2,124,59,NaN,NaN,NaN,NaN,745,243,39.8,NaN,29.9,NaN,88.5,NaN,NaN,1.8,92,0.198,NaN,NaN,NaN,NaN,0.33,381.4
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,1995,NaN,NaN,NaN,NaN,9,NaN,74.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,804,12384,7771,13.8,5202,68,45.5,6.4,84,22,3065,40.3,NaN,NaN,511.8,3479,2077,NaN,NaN,16,NaN,23220,300,305.4,0,120,0,6941,90.7,182.6,NaN,17.8,275.8,59,NaN,NaN,NaN,NaN,765.1,206,28.8,NaN,26.6,NaN,101.1,2590,NaN,-4.8,113,720.9,NaN,NaN,NaN,NaN,361,400.4
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,1996,NaN,NaN,NaN,NaN,8.5,NaN,323.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1510,12550,8339,12.6,5288,69.1,157.6,6.3,82.6,22,4214,21.1,7.7,NaN,976.8,5306,4182,NaN,NaN,16.6,NaN,25015,0,305.6,168,0,0,6882,89.9,187,NaN,13.6,177.7,66,NaN,NaN,NaN,NaN,765.8,198,27.6,NaN,25.8,NaN,102.4,3973,NaN,-4.1,118,879,NaN,NaN,NaN,NaN,645,391.1
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,1997,NaN,NaN,NaN,NaN,8.5,NaN,423.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1776,10621,6471,12.7,5378,70.5,230.3,6.1,80.6,22,4993,16.5,8.6,NaN,1375,4713,4268,NaN,NaN,17.1,NaN,27010,0,307.8,100,0,300,6759,88.6,190,NaN,12,157.4,66,NaN,NaN,NaN,NaN,762.7,193,25.6,NaN,22.3,NaN,103,5075,NaN,-4.2,114,1244,NaN,NaN,NaN,NaN,817,386
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,1998,NaN,NaN,NaN,NaN,8.2,NaN,494.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1677,11018,6987,12.6,5662,74.6,307.2,6.4,84.3,22,5721,11.7,0.5,NaN,2443,3791,3351,NaN,NaN,17.6,NaN,28884,0,313.4,0,0,180,7108,93.6,191.3,NaN,14.2,187.1,62,NaN,NaN,NaN,NaN,759.1,194,25.3,NaN,22.5,NaN,103.5,7251,NaN,-4.4,120,2926,NaN,NaN,NaN,NaN,1030,308.2
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,1999,NaN,NaN,NaN,NaN,7.9,NaN,368.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2186,12050,7920,13.1,5878,77.4,528.5,6.5,85.4,22,11319,2.7,0.5,NaN,3447,1790,1612,NaN,NaN,17.9,NaN,30921,0,342.6,0,0,0,7061,93,191.9,NaN,14.3,188.4,62,NaN,NaN,NaN,NaN,755.2,193,24.8,NaN,22.1,NaN,101.9,15612,NaN,-5.2,119,4551,NaN,NaN,NaN,NaN,1381,304.8
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2000,NaN,NaN,NaN,NaN,8.6,NaN,490.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3300,11367,7583,13.4,5710,75.7,589.3,6.5,86.7,22,17781,10.3,4.3,NaN,4900,1513,1273,NaN,NaN,18.5,NaN,32923,0,402.9,800,0,200,7015,93.1,192.9,NaN,14.2,188.3,61,NaN,NaN,NaN,NaN,753.8,191,25,NaN,21.6,NaN,98.7,22597,NaN,-4.8,120,7266,NaN,NaN,NaN,NaN,2051,310.4
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2001,NaN,NaN,NaN,NaN,9,NaN,705.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4730,11234,8150,13.8,5802,77.3,940.5,6.5,86.4,22,22436,15.2,9.2,NaN,6639,1119,924,NaN,NaN,19.2,NaN,35146,0,428.6,100,0,160,6912,92,195,NaN,14.5,192.9,55,NaN,NaN,NaN,NaN,751,189,24.5,NaN,21.1,NaN,94.9,31215,NaN,-4.9,122,10565,NaN,NaN,NaN,NaN,3247,305
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2002,NaN,NaN,NaN,NaN,9.6,3852,917.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7190,10357,6957,13.7,5941,79.4,1194,6.5,86.4,22,31744,31.2,6.9,NaN,9996,1130,1010,NaN,NaN,20.2,NaN,37354,150,440.5,560,0,0,7085,94.7,197.6,1515,15.2,203.7,55,NaN,NaN,NaN,NaN,791.4,187,24.8,NaN,21.2,NaN,91.5,43517,NaN,-4.1,131,13588,NaN,NaN,NaN,NaN,4297,338.3
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2003,NaN,NaN,NaN,NaN,9.5,4461,1221.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10872,10116,6085,13.4,5805,73.7,1410.4,6.4,80.9,20,40290,18.4,8.5,NaN,18867,1086,1021,NaN,NaN,20.2,NaN,40612,15,488.9,0,0,0,7000,88.9,197.3,1806,15.4,195.5,60,31.9,158.2,456.2,105,787.6,182,24.8,NaN,20.9,NaN,85.2,55670,NaN,-3.9,127,18883,NaN,NaN,NaN,NaN,5237,339.6
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2004,NaN,NaN,NaN,NaN,10.2,5043,2098.9,109,NaN,NaN,NaN,NaN,NaN,NaN,10729.6,9858,5412,13,5776,73.7,1656.7,6.4,81.3,20,NaN,17.7,7.7,NaN,21643.3,1741,1544,NaN,NaN,20.9,NaN,22758,0,534.3,0,NaN,NaN,6487,82.7,198.8,2071,13.9,177.3,59,33.5,158.3,454.9,102.2,784,184,25.9,72.8,21,NaN,80.6,67634.2,109.2,-2.8,129,21153.9,NaN,NaN,NaN,NaN,6607,352.3
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2005,NaN,NaN,NaN,NaN,10,6926,2719,115.4,NaN,NaN,NaN,124,513,22,12477,12014,5888,13.2,5718,73.3,2654.9,5.6,71.7,16,NaN,20,10.8,NaN,24858.8,1208,1085,NaN,NaN,21.7,NaN,26480,0,625.1,150,NaN,NaN,6420,82.3,199,2587,13.8,176.5,53,35.6,158.4,452.1,99.9,779.7,18.3,26.8,67.7,21.3,NaN,76.1,89314,119.4,-3.2,128,30861.3,22537.8,27204.2,7582.7,NaN,8215,361.5
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2006,NaN,NaN,NaN,NaN,10,9564,5399.3,169.6,NaN,NaN,NaN,106,467,16,23289.7,18921,6130,13.1,5884,75.5,3280.5,5.6,71.4,16,NaN,17.5,10.3,NaN,41179.2,NaN,NaN,12326,710,22.9,NaN,31588,93,862.6,0,NaN,NaN,6654,85.4,201.4,2895,14.8,189.8,53,37.8,159.9,450.5,98.6,779,183,28.5,67.9,21.3,NaN,73.8,111148.2,115.7,-3.1,125,36751.3,23738.8,27998.4,7970.5,NaN,10040,362.1
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2007,NaN,NaN,NaN,NaN,10.8,11160,7442.8,124.3,NaN,NaN,NaN,123,394,11,34950,18133,6171,12.6,6194,79.4,4500.8,5.2,66.6,14,NaN,11.4,5.8,NaN,58897.3,NaN,NaN,18387,669,23.7,NaN,35534,0,1174,100,NaN,NaN,7295,93.5,204.1,3728,15.5,198.1,52,39.6,162.5,448.3,99,780.6,183,30.3,72.1,21.4,NaN,72.1,144182.9,120.1,-1.8,121,49353.5,31877.5,33898.8,562.3,NaN,13345,368.9
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2008,606522.884,38.7,14.3,NaN,12,12788,1849.6,96.4,NaN,NaN,NaN,127,452,12,26431.9,15123,6005,12.4,8554,109.5,NaN,11.9,152.1,29,NaN,16.8,8.5,NaN,75502.2,NaN,NaN,2840,1054,24.9,NaN,39361,0,1221.7,200,NaN,NaN,10763,137.8,207,4597.5,19.8,253.3,66,41.6,165.1,445.8,99.8,781.3,185,32.9,71.8,22.1,NaN,71.6,65184.1,146.9,-0.4,111,NaN,42698.9,40776.8,176.3,NaN,19137.7,272.2
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2009,675303.048,39.6,13.9,NaN,12.4,9248,1221.1,101.5,NaN,NaN,NaN,100,404,13,24001,13684,5971,12.1,8949,114.2,NaN,11.8,151.1,31,NaN,23.8,15.1,NaN,59129.3,NaN,NaN,4469,1761,25.9,NaN,42129,0,825.1,0,NaN,NaN,10920,139.3,210.8,6236.4,22.4,286.1,71,43.6,168.5,442.8,102.1,783.8,185,34,70.9,22.2,NaN,74.2,66169.3,94.3,0.3,104,NaN,47073.2,36830.6,1421.9,NaN,20545.8,263.1
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2010,775887.2,41.5,14.3,58448.9,12.3,13554,1197.1,96.2,NaN,NaN,NaN,100,377,14,26682.4,13421,5103,11.5,8782,105.3,NaN,11.7,140.5,29,NaN,17.8,9.1,NaN,191072.3,NaN,NaN,4437,1438,26.3,6549,44725,0,1013.1,0,NaN,NaN,10843,130,216.9,7666.1,22.3,267.3,83,43.4,170.7,469.8,106,834.1,182,35.3,NaN,22.3,16446,NaN,74703,106.3,0.8,NaN,NaN,57682.9,56120.4,1482.1,NaN,22587.8,263.3
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2011,934208.1,41.1,13.5,178880.5,12.7,13866,1082.9,85.4,NaN,NaN,NaN,23,93,3,36174.6,13629,5503,11.7,9009,105.8,NaN,12.2,143.7,29,NaN,21.3,10.7,6.1,162528.3,NaN,NaN,4447,1349,26.5,16268,45427,0,1078,0,NaN,NaN,11042,129.7,221.1,8334.8,22.8,267.3,80,51.6,193,533.5,124.7,851.2,185,37.9,NaN,23.3,18248,NaN,90653,114,1,NaN,NaN,67405.1,85624.3,1796.5,NaN,25299.7,265.9
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2012,1095819.3,38.3,13.9,176104.2,13.9,21920,1257.1,99.1,NaN,NaN,NaN,26,88,3,35361,14622,5182,11.1,8302,95.3,NaN,12.2,139.8,29,NaN,29.1,24.4,3.4,209786,NaN,NaN,3260,1063,27.4,17668,47420,0,1566.3,30,NaN,NaN,11096,127.4,226.5,9195.1,25,286.8,83,54.6,197.9,542.1,131.2,871.2,171,41.1,NaN,24.3,19825,NaN,110881.2,116.7,2.8,NaN,NaN,69483.2,144684.4,1312,NaN,30202.5,269.9
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2013,1598869.9,28.6,9.5,513893.9,14.6,18624,1359,112.6,NaN,NaN,NaN,30,92,3,54002.7,14135,5533,11.2,8490,95,NaN,12.5,140.4,29,NaN,41.2,34.9,5.6,207739.6,NaN,NaN,3614,956,28.1,19157,50720,0,1304,49,1040,NaN,11674,130.7,233.1,10043.4,25.8,288.7,83,58.9,202.9,550.8,139.6,893.3,172,45.6,NaN,27.3,24636,NaN,121849,100.7,3.4,NaN,NaN,76031.7,165680.5,2010.7,NaN,34400.8,277.9
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2014,1742064.5,31.7,9.8,247709.2,15.5,24058,3527.9,98.8,NaN,NaN,NaN,35,94,4,47824,15188,5435,11.1,8190,89.2,NaN,12.3,134,29,NaN,21.1,15.6,4.5,107600.5,NaN,NaN,4772,1271,29.2,20522,58837,NaN,1719.3,0,360,NaN,11281,122.9,239.9,10861,26.1,283.9,79,63.9,208.9,559.4,149.6,917.9,170,50.3,NaN,29.1,NaN,NaN,144518.6,107.8,4.4,NaN,NaN,65183.7,220553.2,3241.1,NaN,37215.1,284.8
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2015,1883146.2,33.3,11,298964,16.9,30624,3864.7,93.3,37391,387470,350079,32,89,4,25474.4,16157,5673,11.3,8107,85.9,NaN,12.7,134.9,32,NaN,35.9,32.6,1.5,96127.1,5807,1997,5807,1997,30.7,20732,63411,NaN,2009.5,0,930,NaN,13326,141.2,248.2,12040.3,27.7,293.4,88,69.4,215,567.1,161.7,943.8,175,59.5,NaN,38.7,NaN,NaN,153748.1,87.8,5.6,NaN,NaN,73570.7,247434.4,5408.6,NaN,38459.2,287
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2016,2208424.8,35.6,11.3,136307.1,17.1,36476,4103.9,104.7,28710,521309,492599,NaN,NaN,NaN,32082.2,15685,5616,11.1,8337,85.7,NaN,13.1,134.2,30,NaN,28.7,24.8,2.2,88435.8,4067,1664,NaN,NaN,32.2,23408,65003,NaN,2128.1,0,590,NaN,13873,142.6,256.8,12351.5,28.3,290.4,99,76.2,221.3,578,173.6,973,178,61.1,NaN,61.4,NaN,NaN,179444.5,103.5,6,NaN,NaN,82419.2,239754.5,16390,NaN,40230.5,290.1
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2017,2380623.9,38.3,12.4,109382.1,16,42258,4582.7,102.6,26088,639946,613858,NaN,NaN,NaN,35206.8,15940,5452,10.8,9108,92,NaN,13.6,137.8,34,NaN,38.6,34.3,3.5,121094.1,3495,1468,NaN,NaN,33.1,12147,63353,NaN,2451.1,0,60,400,14926,150.7,265.5,13215.9,32.5,327.9,121,82.1,225.6,581.9,182.6,990.2,185,62.6,NaN,62.8,NaN,NaN,190907.7,106.9,5.2,NaN,NaN,80400.6,254416.1,31727.5,5891.6,42028.7,291.2
Краснодарский край,Город Краснодар,Краснодар,3701000001,45.04027778,38.97611111,2018,2386589.2,42.9,14.1,89174.9,15.1,33850,5613.7,118.7,28118,686216,658098,NaN,NaN,NaN,38918.9,NaN,NaN,10.8,9467,93.9,NaN,13.4,132.7,32,NaN,37.5,33.4,3.5,128900.1,3272,1462,NaN,NaN,34.7,13396,60246,NaN,2020.8,0,360,4100,13934,138.2,275.1,13934.1,33.6,333.6,105,86.2,230.5,588,189.5,1008,NaN,65.9,NaN,63.7,NaN,NaN,214209.9,112.8,4.3,NaN,NaN,83524.6,314738.3,25651.4,7658.9,45998,296.8
